ClusterID,t0_mean_x,t0_mean_y,t0_mean_z,t0_evals_x,t0_evals_y,t0_evals_z,t0_cov(0:0),t0_cov(0:1),t0_cov(0:2),t0_cov(1:0),t0_cov(1:1),t0_cov(1:2),t0_cov(2:0),t0_cov(2:1),t0_cov(2:2),t0_evecs(0:0),t0_evecs(0:1),t0_evecs(0:2),t0_evecs(1:0),t0_evecs(1:1),t0_evecs(1:2),t0_evecs(2:0),t0_evecs(2:1),t0_evecs(2:2),t1_mean_x,t1_mean_y,t1_mean_z,t1_evals_x,t1_evals_y,t1_evals_z,t1_cov(0:0),t1_cov(0:1),t1_cov(0:2),t1_cov(1:0),t1_cov(1:1),t1_cov(1:2),t1_cov(2:0),t1_cov(2:1),t1_cov(2:2),t1_evecs(0:0),t1_evecs(0:1),t1_evecs(0:2),t1_evecs(1:0),t1_evecs(1:1),t1_evecs(1:2),t1_evecs(2:0),t1_evecs(2:1),t1_evecs(2:2),t2_mean_x,t2_mean_y,t2_mean_z,t2_evals_x,t2_evals_y,t2_evals_z,t2_cov(0:0),t2_cov(0:1),t2_cov(0:2),t2_cov(1:0),t2_cov(1:1),t2_cov(1:2),t2_cov(2:0),t2_cov(2:1),t2_cov(2:2),t2_evecs(0:0),t2_evecs(0:1),t2_evecs(0:2),t2_evecs(1:0),t2_evecs(1:1),t2_evecs(1:2),t2_evecs(2:0),t2_evecs(2:1),t2_evecs(2:2),t3_mean_x,t3_mean_y,t3_mean_z,t3_evals_x,t3_evals_y,t3_evals_z,t3_cov(0:0),t3_cov(0:1),t3_cov(0:2),t3_cov(1:0),t3_cov(1:1),t3_cov(1:2),t3_cov(2:0),t3_cov(2:1),t3_cov(2:2),t3_evecs(0:0),t3_evecs(0:1),t3_evecs(0:2),t3_evecs(1:0),t3_evecs(1:1),t3_evecs(1:2),t3_evecs(2:0),t3_evecs(2:1),t3_evecs(2:2),Label
N1671.P1570.P48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-16.7194,15.7005,0.481233,0.00060732,0.0054285,0.123478,0.123477,-0.000196275,0.000234557,-0.000196275,0.000663894,0.000517385,0.000234557,0.000517385,0.0053727,-0.00179429,-0.00179571,0.999997,-0.994147,0.108028,-0.00158981,0.108025,0.994146,0.00197904,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1672.P1581.N68,-16.72,15.8181,-0.689329,0.0763749,0.12087,0.636571,0.628306,0.0557087,-0.0381502,0.0557087,0.0995005,0.0178868,-0.0381502,0.0178868,0.106009,0.12107,-0.0101283,0.992592,-0.773166,0.626159,0.100695,0.62254,0.77963,-0.067978,-16.3344,15.9497,-0.606467,0.0853962,0.161509,0.665582,0.623324,0.130603,-0.0703989,0.130603,0.170008,0.0189432,-0.0703989,0.0189432,0.119155,0.237819,-0.136879,0.961616,-0.546814,0.799365,0.249018,0.802768,0.585046,-0.115257,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1672.P1609.P50,-16.7294,16.0925,0.500532,0.000929482,0.0756187,0.276429,0.0762741,-0.0114796,0.000650168,-0.0114796,0.275738,-0.00296696,0.000650168,-0.00296696,0.000965214,-0.00702848,-0.998333,-0.0572911,0.010502,-0.057363,0.998298,0.99992,-0.00641485,-0.0108876,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1686.P705.N83,-16.8626,7.05249,-0.837601,0.00240148,0.00671319,0.0401879,0.00545565,0.00197553,-0.00146065,0.00197553,0.00372187,0.000310469,-0.00146065,0.000310469,0.0401251,0.552389,-0.832545,0.0416618,-0.833108,-0.553075,-0.00624937,0.028245,-0.0312567,-0.999112,-16.8142,7.06804,-0.792668,0.00236978,0.00666818,0.0524238,0.002711,0.000955576,-0.00238832,0.000955576,0.00644182,0.000121848,-0.00238832,0.000121848,0.0523089,0.972161,0.229356,0.0479554,-0.229543,0.973297,-0.00165027,0.0470534,0.00940348,-0.998848,-16.8456,7.04971,-0.784244,0.00392835,0.00628537,0.0598736,0.00419284,0.0007136,-0.00181856,0.0007136,0.0061229,-0.00149031,-0.00181856,-0.00149031,0.0597715,0.955264,0.293909,0.0329903,-0.29484,0.955132,0.0281383,0.02324,0.0366064,-0.999059,-16.8863,6.93925,-0.80206,0.0050743,0.00951576,0.0587365,0.00531505,0.00073757,-0.00244593,0.00073757,0.00938745,0.000183292,-0.00244593,0.000183292,0.0586241,0.984346,0.170223,0.0456957,-0.170264,0.985394,-0.00302733,0.0455435,0.00480037,-0.998951,1
N1694.P2890.P65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-16.943,28.9066,0.652739,0.00130733,0.0150046,0.142109,0.13596,-0.00296544,-0.0283775,-0.00296544,0.0118729,-0.00526138,-0.0283775,-0.00526138,0.0105876,0.191016,-0.0891914,0.977526,0.47999,0.877166,-0.0137595,0.856226,-0.471831,-0.210364,-17.0784,28.8583,0.716898,0.00262064,0.0154813,0.19762,0.187198,-0.0109941,-0.0424232,-0.0109941,0.0141432,-0.00214681,-0.0424232,-0.00214681,0.0143811,0.228468,-0.0365931,0.972864,0.384619,0.921395,-0.0556669,0.894355,-0.3869,-0.224584,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1706.P2925.P190,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.0691,29.2523,1.90755,0.00794127,0.163405,0.185779,0.156376,0.0103752,0.0383712,0.0103752,0.149039,-0.0662501,0.0383712,-0.0662501,0.0517107,-0.254213,-0.894724,-0.367212,0.426306,-0.444473,0.78785,0.868124,-0.0437373,-0.494417,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1728.P491.N64,-17.2828,4.91622,-0.647655,0.000741372,0.00661469,0.0495537,0.000989011,0.000659004,0.00252169,0.000659004,0.00671706,-0.00309732,0.00252169,-0.00309732,0.0492036,0.988267,-0.144053,0.0507585,-0.140288,-0.987544,-0.0712475,-0.0603896,-0.0632908,0.996166,-17.2509,4.90343,-0.612768,0.000621894,0.0069914,0.0865442,0.000764104,0.000238459,0.00338319,0.000238459,0.00698267,5.07088e-05,0.00338319,5.07088e-05,0.0864107,0.998535,-0.0370618,0.0394117,-0.0371204,-0.999311,0.000754981,-0.0393565,0.00221685,0.999223,-17.2825,4.88121,-0.571599,0.00118421,0.00764766,0.075083,0.00134215,0.00058562,0.00273849,0.00058562,0.00759361,-0.000405777,0.00273849,-0.000405777,0.0749791,0.994936,-0.0934236,0.0370653,-0.0932763,-0.995624,-0.00568661,-0.0374344,-0.00220049,0.999297,-17.3123,4.76216,-0.589471,0.00104113,0.00942474,0.0663737,0.00113987,1.91524e-05,0.00251652,1.91524e-05,0.00961301,0.00328263,0.00251652,0.00328263,0.0660867,-0.999145,-0.0150558,0.038501,-0.0128186,0.998251,0.0577066,0.0393025,-0.0571637,0.997591,1
N1735.P3255.P210,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.3535,32.5594,2.10766,0.000675594,0.0327258,0.169532,0.143198,0.0457071,0.035974,0.0457071,0.0486724,0.00493684,0.035974,0.00493684,0.0110624,0.295997,-0.290424,0.909967,-0.185499,0.917042,0.353022,-0.937004,-0.273292,0.217568,0
N1752.P1986.P312,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.5227,19.8616,3.12232,0.0029386,0.0630668,0.474239,0.0716214,-0.0984139,0.0775265,-0.0984139,0.371598,-0.149781,0.0775265,-0.149781,0.0970252,-0.657515,-0.695448,0.289874,0.12626,-0.480996,-0.867583,0.742787,-0.533849,0.40407,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1760.P2767.P68,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.6046,27.6755,0.685529,0.00505064,0.037655,0.1858,0.159058,0.0579442,-0.0155973,0.0579442,0.056197,0.00806977,-0.0155973,0.00806977,0.0132505,-0.245184,-0.327362,0.912535,0.41594,0.814713,0.404026,-0.875716,0.47862,-0.0635915,-17.7345,27.6067,0.803767,0.0456573,0.0700412,0.216423,0.196328,0.0503477,0.00194448,0.0503477,0.09011,0.000482399,0.00194448,0.000482399,0.0456834,0.0149277,-0.370159,0.928849,-0.00605672,0.928902,0.370277,-0.99987,-0.0111532,0.0116244,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1780.P2810.P188,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.8043,28.1006,1.88476,0.00250415,0.0577658,0.0838286,0.0584951,0.0106192,0.0112644,0.0106192,0.079093,-0.00925542,0.0112644,-0.00925542,0.00651051,-0.221845,-0.904684,0.363774,0.147242,0.337711,0.929662,0.963901,-0.259804,-0.0582881,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1780.P491.N68,-17.8013,4.91095,-0.689538,0.000662196,0.00581184,0.0622753,0.00092878,0.000619328,0.00324077,0.000619328,0.00575122,-0.0014344,0.00324077,-0.0014344,0.0620693,0.989161,-0.137131,0.0524882,-0.135989,-0.990401,-0.0247589,-0.0553796,-0.0173527,0.998315,-17.7657,4.88686,-0.624519,0.000549642,0.00669391,0.0923421,0.000732534,0.00019072,0.00401453,0.00019072,0.00668847,-0.00037012,0.00401453,-0.00037012,0.0921647,0.998469,-0.0338189,0.043771,-0.0336663,-0.999424,-0.00421948,-0.0438885,-0.00273941,0.999033,-17.8011,4.86872,-0.57779,0.00109771,0.00729947,0.0774302,0.00122177,0.000568835,0.00239963,0.000568835,0.00725843,0.000706302,0.00239963,0.000706302,0.0773471,0.995615,-0.0880659,0.0315473,-0.0884294,-0.996029,0.0103155,-0.0305136,0.01306,0.999449,-17.8248,4.74934,-0.589057,0.00106499,0.00878704,0.0660658,0.00118429,-7.32908e-05,0.0027121,-7.32908e-05,0.0089632,0.0032276,0.0027121,0.0032276,0.0657703,0.998703,0.0292899,0.0416345,0.0269223,-0.998049,0.0563305,-0.0432032,0.0551366,0.997544,1
N1781.P3125.P91,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.8117,31.252,0.910505,0.00915727,0.153954,0.648417,0.175423,0.102915,0.00453911,0.102915,0.624123,-0.035778,0.00453911,-0.035778,0.0119823,0.070281,-0.974779,0.211816,-0.0696549,0.207027,0.975853,-0.995092,-0.0833379,-0.0533481,-18.0798,31.4386,0.855442,0.00414036,0.0571724,0.462803,0.277125,0.203223,0.0169292,0.203223,0.239682,-0.000756335,0.0169292,-0.000756335,0.00730845,0.175085,-0.650452,0.739092,-0.154184,0.723311,0.673089,-0.972405,-0.231804,0.0263518,0
N1785.P2667.P186,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.8549,26.6759,1.86999,0.000215843,0.0395123,0.0951813,0.0675869,0.0254007,0.0114109,0.0254007,0.0544604,0.0261781,0.0114109,0.0261781,0.0128622,-0.0137157,-0.703823,0.710243,0.43979,0.633669,0.636434,-0.897996,0.321087,0.300843,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1789.P2835.P255,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.8968,28.3579,2.55403,0.293774,0.753061,4.36,0.771104,0.619872,-0.193103,0.619872,4.25115,-0.050783,-0.193103,-0.050783,0.38458,-0.437078,-0.882969,0.171254,0.0569439,0.162856,0.985005,-0.897619,0.440276,-0.0209012,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1789.P3171.P86,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-17.8912,31.7178,0.863829,0.00490443,0.0541615,0.28063,0.170676,0.115158,0.00590829,0.115158,0.159832,-0.0133651,0.00590829,-0.0133651,0.00918791,0.188973,-0.664859,0.722669,-0.222964,0.687658,0.690952,-0.956335,-0.2917,-0.0182909,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1800.P2800.P199,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-18.0017,28.0044,1.99387,0.484089,1.071,2.97247,0.782733,0.536379,-0.277188,0.536379,2.83749,-0.017524,-0.277188,-0.017524,0.907334,-0.825721,0.50925,0.242587,0.184226,-0.163012,0.969272,-0.533146,-0.845039,-0.0407856,0
N1817.P3152.P311,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-18.1737,31.5279,3.11589,0.0281282,0.131296,0.83583,0.70971,-0.106876,-0.250126,-0.106876,0.0936651,0.0984674,-0.250126,0.0984674,0.19188,0.111499,-0.405906,0.907088,-0.767198,-0.615329,-0.181045,0.631645,-0.67573,-0.380019,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1854.P2878.P373,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-18.5411,28.7816,3.73345,0.0119185,0.134773,0.632793,0.122503,0.136338,-0.0351853,0.136338,0.375688,-0.268147,-0.0351853,-0.268147,0.281294,0.584815,-0.773473,0.244398,-0.611802,-0.222752,0.758999,-0.532625,-0.593398,-0.603481,-18.5357,28.9149,3.46584,0.0143601,0.128758,0.622817,0.0929412,0.101043,-0.0141891,0.101043,0.363077,-0.271434,-0.0141891,-0.271434,0.309917,0.649787,-0.743308,0.158966,-0.57513,-0.34404,0.742201,-0.496993,-0.573699,-0.651051,-18.5956,28.7953,3.51776,0.0406032,0.148248,0.583721,0.110158,0.126511,-0.0165297,0.126511,0.42629,-0.202716,-0.0165297,-0.202716,0.236125,0.766137,0.596163,0.24005,-0.47743,0.277911,0.833562,-0.430226,0.75323,-0.497544,0
N1872.P3266.P383,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-18.7259,32.6635,3.83732,0.00520269,0.0274981,0.0898043,0.0840078,0.00260343,-0.020409,0.00260343,0.0205615,0.00999086,-0.020409,0.00999086,0.0179357,0.225302,0.155263,0.961838,-0.55781,0.829962,-0.0033133,0.798804,0.535776,-0.2736,0
N1881.P2668.P269,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-18.812,26.6839,2.69767,0.0705236,0.453559,0.678289,0.54115,-0.0158209,0.129545,-0.0158209,0.265473,-0.241624,0.129545,-0.241624,0.395749,-0.146848,-0.742913,0.653082,0.765112,-0.503769,-0.401024,0.626928,0.440791,0.642389,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1896.P2202.P412,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-18.9605,22.0266,4.12779,0.0632099,0.10525,0.422607,0.180508,-0.133661,0.0258311,-0.133661,0.329443,-0.0667419,0.0258311,-0.0667419,0.0811153,0.143825,-0.859903,0.489777,0.307971,-0.431453,-0.84794,0.940462,0.272792,0.202771,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1902.P1993.P81,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.0283,19.9321,0.810943,0.0085479,0.168091,0.557603,0.554656,0.0299465,0.0260523,0.0299465,0.115305,-0.0742533,0.0260523,-0.0742533,0.0642811,0.070579,0.0233184,0.997234,-0.582843,-0.810352,0.0601991,-0.809514,0.58548,0.0436028,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1906.P3286.P421,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.0699,32.8601,4.21568,0.0126492,0.0382602,0.150208,0.107053,0.0564446,-0.0254652,0.0564446,0.0647299,-0.00181119,-0.0254652,-0.00181119,0.0293348,-0.495713,0.289043,0.818976,0.512876,-0.663576,0.544633,-0.700876,-0.690015,-0.1807,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1912.P1831.P169,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.1287,18.3164,1.69985,0.24097,0.449439,3.41863,1.63609,1.4302,0.52079,1.4302,2.0084,0.440142,0.52079,0.440142,0.464543,-0.551421,-0.524339,0.648848,0.247839,0.6397,0.727571,0.796562,-0.562008,0.222792,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1918.P2836.P136,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.187,28.3607,1.36069,0.00127334,0.0397841,0.105827,0.103703,-0.0117154,-0.0016594,-0.0117154,0.0410782,-0.00536897,-0.0016594,-0.00536897,0.00210354,0.0323759,-0.174661,0.984096,0.142954,-0.97368,-0.177515,0.9892,0.146428,-0.00655531,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1931.N919.P814,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.3107,-9.19636,8.1492,0.000743182,0.0915083,2.90553,0.0675234,0.125969,-0.04807,0.125969,2.89454,-0.122385,-0.04807,-0.122385,0.0357237,-0.571951,-0.819051,0.0450334,-0.00979203,0.0617128,0.998046,-0.82023,0.570392,-0.0433169,0
N1939.P2705.P124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.398,27.0502,1.24093,0.00478816,0.0133536,0.177256,0.00920459,0.0190005,0.0015978,0.0190005,0.172868,-0.0193382,0.0015978,-0.0193382,0.0133245,-0.847407,-0.519315,0.110515,0.154247,-0.0416214,0.987155,0.508045,-0.853569,-0.115373,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1943.N828.P825,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.4321,-8.28294,8.25002,0.000499878,0.0230196,2.98774,0.0568603,0.347972,-0.0425141,0.347972,2.92182,-0.264561,-0.0425141,-0.264561,0.0325749,-0.593662,-0.795911,0.118708,-0.00216254,0.149093,0.988821,-0.804712,0.586769,-0.0902319,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1953.P2076.P373,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.5345,20.7647,3.73016,0.000473158,0.0730246,0.199458,0.158818,-0.0537561,-0.0367214,-0.0537561,0.0297356,0.0412852,-0.0367214,0.0412852,0.0844027,-0.228158,-0.489398,0.841685,-0.909479,-0.201462,-0.363676,0.34755,-0.848471,-0.399132,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1962.P2628.P332,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.6262,26.2868,3.32337,0.00450217,0.111123,0.331611,0.213384,-0.0788755,0.0766084,-0.0788755,0.11945,-0.112395,0.0766084,-0.112395,0.114402,0.00237766,-0.732255,0.681026,0.699953,-0.485163,-0.524102,0.714185,0.477933,0.511391,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1967.P1811.P172,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.6761,18.1168,1.72559,0.457552,0.692287,4.22387,2.52185,1.85388,0.134105,1.85388,2.19851,0.00115485,0.134105,0.00115485,0.653358,0.620952,0.265958,0.73735,-0.660949,-0.32804,0.674934,-0.421385,0.906452,0.0279124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N1967.P2905.P69,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.6771,29.0593,0.690796,0.00848294,0.0179176,0.235105,0.209161,-0.0712516,-0.00172283,-0.0712516,0.0394176,-0.00438456,-0.00172283,-0.00438456,0.0129264,0.235156,-0.248499,0.939654,0.644724,-0.683579,-0.342125,0.727346,0.686271,-0.000534678,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.6926,28.8746,0.696643,0.0126171,0.0224731,0.205327,0.190422,-0.0480213,0.015858,-0.0480213,0.0289391,-0.00913571,0.015858,-0.00913571,0.0210559,0.169048,-0.226705,0.959181,0.810918,-0.521158,-0.266095,0.56021,0.822799,0.0957379,0
N1983.P2928.N40,-19.8387,29.2839,-0.400768,0.0109538,0.0205146,0.0542502,0.0425896,0.00566333,-0.0152798,0.00566333,0.0120423,-0.00371163,-0.0152798,-0.00371163,0.0310866,0.140227,-0.566047,0.812359,-0.987231,-0.017306,0.158354,-0.0755772,-0.824191,-0.561246,-19.8387,29.2083,-0.463545,0.0116003,0.0581342,0.123945,0.0614627,0.0124234,0.0171475,0.0124234,0.015394,0.0126005,0.0171475,0.0126005,0.116823,-0.214442,-0.933232,0.288259,0.973321,-0.179515,0.142898,-0.0816099,0.311212,0.94683,-19.7953,29.2441,-0.335157,0.0127965,0.0239417,0.0491385,0.0352209,0.0108144,-0.00898042,0.0108144,0.0195825,-0.00913272,-0.00898042,-0.00913272,0.0310734,0.316681,-0.638523,0.701428,-0.901531,0.027275,0.431853,-0.29488,-0.769119,-0.567011,-19.9209,29.0559,-0.565509,0.0319041,0.104289,0.133928,0.103868,0.005521,-0.00359904,0.005521,0.0399784,0.0265685,-0.00359904,0.0265685,0.126275,0.0871562,0.994015,0.0658674,-0.958045,0.101758,-0.267947,0.273045,0.0397507,-0.96118,1
N1991.P1807.P194,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-19.9119,18.0726,1.9489,0.56348,1.12249,3.8242,2.23411,1.52884,-0.051892,1.52884,2.32762,0.326605,-0.051892,0.326605,0.948445,-0.560411,0.457721,0.69024,0.592752,-0.360396,0.72025,-0.578433,-0.812777,0.0693451,0
N2004.P2906.N107,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.0495,29.0687,-1.07229,0.0111671,0.0259035,0.288604,0.28487,0.0243182,0.0197019,0.0243182,0.0154427,0.00694884,0.0197019,0.00694884,0.0253625,-0.055088,-0.104934,0.992952,0.924868,0.3694,0.0903485,-0.376277,0.923327,0.0767008,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N2017.P2739.P206,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.1718,27.393,2.06589,0.00245551,0.00710768,0.0587842,0.0583018,0.0041162,-0.00278434,0.0041162,0.0061545,-0.00230356,-0.00278434,-0.00230356,0.00389101,-0.00366652,-0.0965343,0.995323,-0.52568,0.846893,0.0802019,-0.850674,-0.522928,-0.0538513,-20.1851,27.1917,2.13725,0.00431094,0.0420182,0.0717646,0.0527232,-0.00805871,0.012521,-0.00805871,0.0350445,-0.0279581,0.012521,-0.0279581,0.030326,-0.0838453,-0.790053,0.607278,0.658427,-0.50136,-0.561348,0.747959,0.352782,0.562229,0
N2020.P594.P868,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-20.2017,5.94174,8.689,0.000189452,0.00605836,3.91147,0.00604782,0.0732715,-0.00380584,0.0732715,3.90884,-0.0699378,-0.00380584,-0.0699378,0.00282864,-0.486113,-0.873695,0.0187726,-0.00652361,0.0251089,0.999663,-0.873872,0.485826,-0.0179054,0
