ClusterID,t0_mean_x,t0_mean_y,t0_mean_z,t0_evals_x,t0_evals_y,t0_evals_z,t0_cov(0:0),t0_cov(0:1),t0_cov(0:2),t0_cov(1:0),t0_cov(1:1),t0_cov(1:2),t0_cov(2:0),t0_cov(2:1),t0_cov(2:2),t0_evecs(0:0),t0_evecs(0:1),t0_evecs(0:2),t0_evecs(1:0),t0_evecs(1:1),t0_evecs(1:2),t0_evecs(2:0),t0_evecs(2:1),t0_evecs(2:2),t1_mean_x,t1_mean_y,t1_mean_z,t1_evals_x,t1_evals_y,t1_evals_z,t1_cov(0:0),t1_cov(0:1),t1_cov(0:2),t1_cov(1:0),t1_cov(1:1),t1_cov(1:2),t1_cov(2:0),t1_cov(2:1),t1_cov(2:2),t1_evecs(0:0),t1_evecs(0:1),t1_evecs(0:2),t1_evecs(1:0),t1_evecs(1:1),t1_evecs(1:2),t1_evecs(2:0),t1_evecs(2:1),t1_evecs(2:2),t2_mean_x,t2_mean_y,t2_mean_z,t2_evals_x,t2_evals_y,t2_evals_z,t2_cov(0:0),t2_cov(0:1),t2_cov(0:2),t2_cov(1:0),t2_cov(1:1),t2_cov(1:2),t2_cov(2:0),t2_cov(2:1),t2_cov(2:2),t2_evecs(0:0),t2_evecs(0:1),t2_evecs(0:2),t2_evecs(1:0),t2_evecs(1:1),t2_evecs(1:2),t2_evecs(2:0),t2_evecs(2:1),t2_evecs(2:2),t3_mean_x,t3_mean_y,t3_mean_z,t3_evals_x,t3_evals_y,t3_evals_z,t3_cov(0:0),t3_cov(0:1),t3_cov(0:2),t3_cov(1:0),t3_cov(1:1),t3_cov(1:2),t3_cov(2:0),t3_cov(2:1),t3_cov(2:2),t3_evecs(0:0),t3_evecs(0:1),t3_evecs(0:2),t3_evecs(1:0),t3_evecs(1:1),t3_evecs(1:2),t3_evecs(2:0),t3_evecs(2:1),t3_evecs(2:2),Label
P1690.P924.P126,16.9025,9.24966,1.26367,0.00133579,0.00350935,2.51373,0.00377772,-0.000704907,-0.0320309,-0.000704907,0.00154739,0.0133647,-0.0320309,0.0133647,2.51325,-0.254208,-0.967065,0.0127618,-0.967148,0.254159,-0.00532302,0.00190417,-0.0136957,-0.999904,16.9033,9.27648,1.09408,0.00239867,0.0033873,1.89582,0.0027089,-0.000413811,-0.0140756,-0.000413811,0.00318324,0.00169245,-0.0140756,0.00169245,1.89571,-0.889957,0.455984,0.00743519,-0.456002,-0.889978,-0.000895829,-0.00620867,0.00418771,-0.999972,16.8762,9.21143,1.06077,0.00192131,0.00419013,2.62783,0.00398494,-0.000849227,-0.0119966,-0.000849227,0.0024726,0.0276481,-0.0119966,0.0276481,2.62749,-0.338593,-0.940922,0.00457524,-0.940896,0.338533,-0.010532,0.00836089,-0.00787087,-0.999934,16.8388,9.26627,1.38271,0.00366531,0.00818785,2.75773,0.00375161,-0.000249956,-0.0114633,-0.000249956,0.00872718,-0.0398591,-0.0114633,-0.0398591,2.7571,0.995713,-0.0924057,0.00416068,0.0923367,0.995622,0.0144974,0.00548211,0.0140511,-0.999886,1
P1695.P2967.P79,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,16.9546,29.6776,0.791241,0.0100659,0.0363409,0.215534,0.129351,-0.0894893,-0.00580455,-0.0894893,0.122206,0.00308763,-0.00580455,0.00308763,0.010384,0.0695861,-0.689492,0.720942,0.0280745,-0.721054,-0.692309,0.997181,0.0684152,-0.0308182,16.8414,29.7657,0.796241,0.00500428,0.0532362,0.278158,0.13017,-0.106721,-0.000643414,-0.106721,0.201194,-0.00111972,-0.000643414,-0.00111972,0.00503404,0.0186571,-0.810882,0.584913,0.0158545,-0.584701,-0.811094,0.9997,0.0244062,0.0019473,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1696.P2989.P145,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,16.9638,29.8919,1.45904,0.0515704,0.183057,0.640399,0.159859,-0.037469,0.138336,-0.037469,0.133398,0.108153,0.138336,0.108153,0.581769,0.639754,-0.723718,0.258741,0.703135,0.687053,0.183193,-0.310349,0.0647314,0.948416,0
P1716.P2522.N15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,17.1626,25.2296,-0.150235,0.0102686,0.0862592,0.576776,0.472846,-0.200306,0.00753301,-0.200306,0.189831,-0.00794051,0.00753301,-0.00794051,0.0106271,0.00553307,-0.460264,0.887765,0.0503371,-0.886525,-0.459935,0.998717,0.0472323,0.0182631,17.1458,25.2759,-0.203805,0.00557175,0.16435,0.683392,0.558122,-0.221998,0.00673143,-0.221998,0.289297,-0.00954615,0.00673143,-0.00954615,0.00589438,0.00194639,-0.491267,0.871007,0.0351478,-0.870437,-0.491024,0.99938,0.0315697,0.0155728,17.1469,25.2287,-0.133015,0.0181178,0.111799,0.649378,0.519666,-0.230007,-0.00584811,-0.230007,0.241366,-0.000326315,-0.00584811,-0.000326315,0.0182628,0.0233603,-0.490559,0.871095,0.0255283,-0.870756,-0.491052,0.999401,0.0337087,-0.00781795,0
P1726.P3001.P218,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,17.2689,30.0178,2.1824,0.0116065,0.0634503,0.262143,0.0558521,-0.0142913,0.0206341,-0.0142913,0.039493,0.0649873,0.0206341,0.0649873,0.241855,0.411316,-0.908249,0.0768272,0.86692,0.415845,0.274814,-0.281548,-0.0464326,0.958423,17.2479,30.0198,2.18868,0.0186142,0.0859807,0.321257,0.0792201,-0.0164954,0.028584,-0.0164954,0.0457339,0.070214,0.028584,0.070214,0.300897,0.365622,-0.925623,0.0976814,0.893896,0.378445,0.24027,-0.259367,-0.00053108,0.965779,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1732.P2550.P73,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,17.3284,25.5022,0.734969,0.00905566,0.0714063,0.263273,0.194952,-0.0918071,-0.00355232,-0.0918071,0.139593,0.00412017,-0.00355232,0.00412017,0.00918924,0.00539314,-0.596696,0.80245,-0.0277575,-0.802241,-0.596354,0.9996,-0.0190578,-0.0208894,17.2474,25.5792,0.741328,0.00620354,0.0926593,0.354906,0.234458,-0.130555,-0.00784765,-0.130555,0.212829,0.00551248,-0.00784765,0.00551248,0.00648129,0.0299287,-0.67683,0.73553,-0.00775555,-0.735995,-0.676942,0.999522,0.0145556,-0.0272766,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1735.P2566.P140,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,17.3535,25.6688,1.40098,0.061348,0.217272,0.630744,0.199739,-0.0425821,0.101187,-0.0425821,0.129245,0.125026,0.101187,0.125026,0.580381,0.469965,-0.859213,0.202201,0.832899,0.507511,0.220706,-0.292252,0.0646891,0.954151,0
P1756.P1732.N4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,17.5661,17.3269,-0.0441321,0.0207963,0.0604453,0.409112,0.23592,-0.174326,0.0230054,-0.174326,0.230468,-0.0116772,0.0230054,-0.0116772,0.0239657,-0.185218,-0.677141,0.712162,-0.0995471,-0.708044,-0.699116,0.977642,-0.200383,0.063735,17.6,17.475,-0.13133,0.0177629,0.252137,0.636952,0.338159,-0.161393,-0.00149522,-0.161393,0.547423,-0.0388588,-0.00149522,-0.0388588,0.0212695,0.0489213,-0.878981,0.47434,0.0879003,-0.469277,-0.878665,0.994927,0.08468,0.054305,17.5979,17.3811,-0.0670832,0.0279138,0.164511,0.615879,0.414626,-0.2244,0.0033901,-0.2244,0.365663,0.00188729,0.0033901,0.00188729,0.0280151,-0.0195367,-0.667365,0.744475,-0.018566,-0.744246,-0.667647,0.999637,-0.0268656,0.00214982,0
P1758.P2578.P202,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,17.5861,25.7892,2.02822,0.0190167,0.0963741,0.302862,0.0856083,-0.0240916,0.0156951,-0.0240916,0.0466157,0.0648354,0.0156951,0.0648354,0.286029,0.379699,0.924097,0.0432893,0.893622,-0.378478,0.241233,-0.239307,0.0529116,0.969501,17.5704,25.7786,2.0518,0.0264053,0.11061,0.31641,0.100371,-0.0250732,0.0150574,-0.0250732,0.0528371,0.0645745,0.0150574,0.0645745,0.300218,0.35442,0.934207,0.0405292,0.905578,-0.353716,0.234125,-0.233057,0.0462762,0.971361,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1764.P2614.N82,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,17.6487,26.144,-0.827357,0.00176094,0.00742411,0.149826,0.00787692,-0.000489191,0.00855704,-0.000489191,0.0018443,0.00176431,0.00855704,0.00176431,0.14929,0.104665,-0.992688,0.0601287,0.994345,0.105548,0.0117013,-0.0179622,0.058564,0.998122,0
P1798.P1768.P141,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,17.9848,17.6812,1.41653,0.0403364,0.19286,0.69202,0.135551,-0.0538491,0.109228,-0.0538491,0.142989,0.124584,0.109228,0.124584,0.646676,0.6856,-0.70791,0.169755,0.678817,0.705915,0.202216,-0.262983,-0.0234064,0.964517,17.9675,17.6857,1.44298,0.0492638,0.225165,0.679604,0.158038,-0.0652094,0.119778,-0.0652094,0.161869,0.110674,0.119778,0.110674,0.634124,0.695347,-0.690691,0.198594,0.666614,0.72312,0.180895,-0.268549,0.00660091,0.963243,17.8868,17.7093,1.39428,0.0519689,0.223127,0.618774,0.176636,-0.0610944,0.119342,-0.0610944,0.147142,0.103831,0.119342,0.103831,0.570092,0.630212,-0.740624,0.233045,0.72042,0.66972,0.180195,-0.289531,0.0543293,0.955625,0
P1806.P1298.P77,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,18.0643,12.9884,0.770525,0.140753,0.463881,0.739328,0.32831,-0.139169,0.0990728,-0.139169,0.322807,0.12492,0.0990728,0.12492,0.692845,0.662554,0.733649,0.150937,0.696146,-0.677521,0.237371,-0.27641,0.0521969,0.959621,0
P1808.P1961.N53,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,18.083,19.6148,-0.539179,0.000687565,0.00562034,0.0686711,0.0662731,0.0095745,-0.00733886,0.0095745,0.00487133,-0.00361691,-0.00733886,-0.00361691,0.00383459,0.0158601,-0.194324,0.980809,-0.674441,0.722095,0.153972,-0.738158,-0.66394,-0.119607,0
P1812.P241.N53,18.1297,2.41044,-0.53875,0.00187612,0.00786388,0.0613696,0.00196933,-0.000360671,-0.00206655,-0.000360671,0.00784285,0.000111135,-0.00206655,0.000111135,0.0612974,0.99762,-0.0595429,0.0347831,0.0596591,0.998216,-0.00230936,0.0345835,-0.00437899,-0.999392,18.1416,2.43572,-0.518312,0.00202686,0.00855303,0.064835,0.00215383,0.000657543,-0.00217834,0.000657543,0.00860062,-0.00233476,-0.00217834,-0.00233476,0.0646604,0.995587,0.0870136,0.03514,-0.0884574,0.9952,0.0418672,0.0313283,0.0447909,-0.998505,18.1172,2.36648,-0.580053,0.00173899,0.0078104,0.0763646,0.00177474,0.000102127,-0.00159141,0.000102127,0.00780878,0.000114864,-0.00159141,0.000114864,0.0763304,-0.999624,-0.0172544,0.0213283,0.0172232,-0.99985,-0.00164332,-0.0213535,0.00127536,-0.999771,18.1069,2.44352,-0.534874,0.00329353,0.0108849,0.0651764,0.00335223,0.000502899,-0.00112958,0.000502899,0.0109081,0.00183191,-0.00112958,0.00183191,0.0650945,0.997287,0.0713859,0.0179846,-0.0707549,0.996929,-0.0335654,0.0203255,-0.0322019,-0.999275,1
P1813.P1265.N3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,18.1331,12.657,-0.0386812,0.0325059,0.207081,0.637711,0.483098,-0.206311,-0.0108528,-0.206311,0.361131,0.013365,-0.0108528,0.013365,0.0330683,0.00766377,-0.599129,0.800616,-0.0358308,-0.800289,-0.598542,0.999328,-0.0240996,-0.0276005,18.1582,12.5648,-0.076024,0.0321423,0.216103,0.701736,0.519221,-0.235137,-0.00596021,-0.235137,0.398458,0.00755827,-0.00596021,0.00755827,0.0323019,0.00329737,-0.613036,0.790048,-0.018513,-0.789954,-0.612886,0.999823,-0.0126052,-0.0139539,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1816.P2722.N47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,18.1608,27.221,-0.470029,0.00819867,0.0592318,0.750021,0.501715,-0.327748,0.0500122,-0.327748,0.301734,-0.0406843,0.0500122,-0.0406843,0.0140024,-0.0357532,-0.598398,0.800401,0.0979256,-0.799157,-0.593093,0.994551,0.0571748,0.0871708,0
P1828.P1304.P140,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,18.2814,13.0401,1.40361,0.0537654,0.230198,0.645297,0.191123,-0.0619428,0.0793566,-0.0619428,0.13201,0.123849,0.0793566,0.123849,0.606127,0.516864,0.844652,0.139337,0.816478,-0.535312,0.216344,-0.257324,-0.0019447,0.966323,18.3029,12.9434,1.32044,0.071361,0.264037,0.573077,0.223513,-0.0671897,0.067425,-0.0671897,0.152793,0.119575,0.067425,0.119575,0.532169,0.490171,0.86085,0.136639,0.823567,-0.508753,0.250815,-0.28543,0.0104107,0.958343,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1834.P1804.N98,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,18.3422,18.0489,-0.980876,0.00128118,0.0034794,0.0661004,0.00296305,-0.000913236,0.000449425,-0.000913236,0.00194501,0.00304853,0.000449425,0.00304853,0.0659529,-0.485871,0.874007,0.00642487,-0.872896,-0.485602,0.0473722,0.0445235,0.0174085,0.998857,18.2432,18.1021,-0.884578,0.00231238,0.00664641,0.0839176,0.00623341,-0.00124553,0.00217052,-0.00124553,0.0029698,0.00389128,0.00217052,0.00389128,0.0836732,0.329271,-0.943845,0.0271354,0.942697,0.330239,0.0475818,-0.0538711,0.00991318,0.998499,0
P1860.P1343.N89,18.6064,13.438,-0.895596,0.000753677,0.00279064,0.0389512,0.0027545,-0.00035158,-0.000894387,-0.00035158,0.000818293,0.000484557,-0.000894387,0.000484557,0.0389227,-0.169354,-0.985243,0.024825,-0.985518,0.169076,-0.012931,0.00854283,-0.0266554,-0.999608,18.5862,13.4843,-0.864762,0.0012082,0.00212022,0.0468262,0.00198824,-0.000390739,0.00166378,-0.000390739,0.00140709,-0.000469629,0.00166378,-0.000469629,0.0467593,0.46092,-0.886663,0.0371715,0.887409,0.460861,-0.0106519,-0.00768621,0.037896,0.999252,18.5609,13.3678,-0.951031,0.00149279,0.00444833,0.0570635,0.00409044,-0.000944604,0.000685155,-0.000944604,0.00196122,0.00237886,0.000685155,0.00237886,0.0569529,-0.351741,0.936018,0.0121558,-0.935041,-0.351931,0.0429203,0.0444522,0.00373064,0.999005,18.4924,13.4452,-0.893162,0.00291317,0.00552894,0.058421,0.00506735,-0.00104604,-0.00110049,-0.00104604,0.00343563,0.00142673,-0.00110049,0.00142673,0.0583602,-0.43069,-0.902253,0.0211309,-0.902381,0.430134,-0.0263346,0.0146714,-0.0304101,-0.99943,1
P1985.N452.N31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,19.8526,-4.52124,-0.316681,0.0256942,0.0591223,0.1381,0.0386509,0.0162013,0.00243136,0.0162013,0.0463299,-0.00345308,0.00243136,-0.00345308,0.137936,0.783097,0.621615,-0.0188464,-0.620854,0.783177,0.0342714,-0.0360637,0.015137,-0.999235,19.8047,-4.59671,-0.333897,0.0192631,0.0544703,0.12904,0.0391684,0.0172759,0.00573136,0.0172759,0.0350347,-0.0041761,0.00573136,-0.0041761,0.128571,0.664482,0.745118,-0.0571293,-0.74462,0.666631,0.033827,-0.0632893,-0.0200622,-0.997794,19.8148,-4.54157,-0.311739,0.0183518,0.0600921,0.131864,0.0360801,0.020295,0.00630438,0.020295,0.0429399,-0.00502869,0.00630438,-0.00502869,0.131288,0.762067,0.645035,-0.0564287,-0.643572,0.764147,0.043528,-0.0711968,-0.0031447,-0.997457,0
P1989.N629.N29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,19.8907,-6.29654,-0.290668,0.0177118,0.0569868,0.13243,0.0359335,0.0192268,0.0106289,0.0192268,0.0399505,-0.00325718,0.0106289,-0.00325718,0.131245,0.747011,0.656151,-0.106961,-0.658849,0.752166,0.0127781,-0.0888366,-0.0609256,-0.994181,19.8142,-6.38467,-0.295629,0.0185226,0.0496373,0.132014,0.0296685,0.0137867,0.0115284,0.0137867,0.0401279,-0.00706805,0.0115284,-0.00706805,0.130377,0.818667,0.56484,-0.103634,-0.56162,0.825158,0.0608152,-0.119865,-0.0084155,-0.992755,19.8202,-6.36071,-0.300928,0.0174541,0.0522614,0.11716,0.0303752,0.0162454,0.00898504,0.0162454,0.0403287,-0.00375331,0.00898504,-0.00375331,0.116171,0.804117,0.586376,-0.0977685,-0.58675,0.809286,0.0279257,-0.0954977,-0.0349101,-0.994817,0
P1997.P794.N35,19.9735,7.94308,-0.350308,0.0171018,0.0526997,0.120533,0.0394103,-0.0169074,0.00343396,-0.0169074,0.0322007,0.012596,0.00343396,0.012596,0.118723,-0.611261,-0.791322,0.0130063,-0.782633,0.60683,0.138718,0.117664,-0.0746141,0.990246,19.9603,7.98572,-0.298227,0.0188185,0.0451356,0.122391,0.0367986,-0.0122203,0.00105116,-0.0122203,0.0290719,0.0133525,0.00105116,0.0133525,0.120474,-0.563017,-0.826404,-0.00821768,-0.818635,0.556305,0.142692,0.11335,-0.0870654,0.989733,19.9,7.9167,-0.349468,0.0191688,0.056018,0.129383,0.0403088,-0.018008,0.00303786,-0.018008,0.0359286,0.00983668,0.00303786,0.00983668,0.128333,-0.653192,-0.757076,0.0132742,-0.752296,0.650859,0.102138,0.0859661,-0.0567298,0.994682,19.887,8.03104,-0.304113,0.0298141,0.0532791,0.123317,0.0396688,-0.0120379,-0.0032813,-0.0120379,0.0448513,0.00950877,-0.0032813,0.00950877,0.12189,0.768015,0.637858,-0.0573675,0.639265,-0.758127,0.128774,-0.0386478,0.135574,0.990013,1
P205.P921.N139,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2.05085,9.21779,-1.39487,0.000155857,0.0338551,0.0594311,0.0408745,0.0114111,0.000210472,0.0114111,0.0523896,0.001075,0.000210472,0.001075,0.000177997,-0.000637513,-0.851791,0.523881,0.0207155,0.523757,0.851616,-0.999785,0.0113954,0.0173114,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P2077.P565.N127,20.7783,5.65108,-1.27596,4.7718e-05,0.0217203,0.0360327,0.0217838,0.000952511,-6.36061e-05,0.000952511,0.0359689,-3.80387e-05,-6.36061e-05,-3.80387e-05,4.79387e-05,-0.00288323,-0.997769,-0.0667043,-0.00098249,0.0667074,-0.997772,-0.999995,0.00281127,0.00117263,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P210.P598.N40,2.10988,5.98208,-0.402633,0.134517,0.500928,0.860789,0.506032,0.0425722,-8.34918e-05,0.0425722,0.855244,-0.017773,-8.34918e-05,-0.017773,0.134958,0.00261796,-0.992877,-0.119119,-0.0248067,0.119018,-0.992582,-0.999689,-0.00555349,0.0243184,2.25042,6.16785,-0.369052,0.125112,0.39711,1.30479,0.445135,0.20308,-0.00732714,0.20308,1.25586,-0.0318087,-0.00732714,-0.0318087,0.126016,-0.00569124,-0.973164,0.230042,-0.0270977,0.230111,0.972787,-0.999617,-0.000697241,-0.0276802,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2.07382,6.42047,-0.3436,0.118662,0.517826,1.42343,0.5211,-0.0550119,-0.00341136,-0.0550119,1.41892,-0.0390973,-0.00341136,-0.0390973,0.119901,0.0126533,-0.998075,-0.0607143,0.0305878,-0.0603044,0.997711,0.999452,0.0144815,-0.0297659,0
P2223.P1235.N125,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,22.2319,12.357,-1.25916,3.27119e-05,0.00559702,0.7706,0.0513403,-0.181396,0.000230795,-0.181396,0.724849,-0.00156032,0.000230795,-0.00156032,4.03856e-05,0.0270074,-0.969263,0.244541,0.00891084,-0.244387,-0.969637,0.999596,0.0283664,0.00203668,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P238.P3294.N41,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2.38672,32.941,-0.418514,0.00315422,0.0375539,0.471898,0.456331,0.0798151,-0.0122333,0.0798151,0.0523797,-0.0059562,-0.0122333,-0.0059562,0.00389541,-0.00790953,-0.189137,0.981919,-0.107469,0.976423,0.187212,-0.994177,-0.104045,-0.0280494,0
P259.P3173.N103,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2.59644,31.7322,-1.03611,0.00146609,0.00500467,0.0250222,0.00474638,0.0021053,-0.0024294,0.0021053,0.00365741,-0.00564018,-0.0024294,-0.00564018,0.0230891,0.43221,-0.890547,0.141843,-0.883251,-0.386348,0.265712,-0.181828,-0.240127,-0.95356,0
P263.P3110.P75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2.63887,31.1025,0.758431,0.00949285,0.0968277,0.323056,0.32257,-0.00934348,0.00567056,-0.00934348,0.0971451,0.00222644,0.00567056,0.00222644,0.00966125,-0.0189201,-0.0406322,0.998995,-0.0274035,-0.998777,-0.0411424,0.999445,-0.0281544,0.0177835,2.66344,31.1327,0.74501,0.00514524,0.150081,0.389923,0.387374,-0.0241204,0.00613219,-0.0241204,0.152533,-0.000387882,0.00613219,-0.000387882,0.00524362,-0.0160408,-0.101086,0.994748,6.25294e-06,-0.994876,-0.101099,0.999871,-0.00161549,0.0159593,2.59152,31.0518,0.730868,0.00974328,0.108537,0.378783,0.378628,0.00616189,-0.00244277,0.00616189,0.108467,0.00450351,-0.00244277,0.00450351,0.00996885,-0.00738372,-0.0223664,0.999723,0.0460286,0.998683,0.0226831,-0.998913,0.0461833,-0.0063445,0
P273.P3082.N22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2.73325,30.8295,-0.225348,0.00907997,0.303421,0.629378,0.613087,-0.0710436,-0.00945505,-0.0710436,0.318549,-0.0163681,-0.00945505,-0.0163681,0.0102427,0.0224385,-0.221404,0.974924,0.0579397,-0.973242,-0.222356,0.998068,0.0614762,-0.00901001,2.66274,30.7858,-0.253365,0.00637194,0.194253,0.743646,0.722325,-0.10569,-0.0122281,-0.10569,0.215229,-0.0033243,-0.0122281,-0.0033243,0.00671694,0.0209857,-0.195491,0.980481,0.0265272,-0.980243,-0.196012,0.999428,0.0301229,-0.0153853,2.65041,30.6898,-0.216348,0.0107353,0.132387,0.636734,0.636568,-0.00278777,-0.0097146,-0.00278777,0.132399,-0.000588673,-0.0097146,-0.000588673,0.0108894,-0.0155437,-0.00542742,0.999864,-0.00519406,-0.999971,-0.00550875,-0.999866,0.00527899,-0.0155151,0
P274.P3163.P294,2.74668,31.6364,2.94162,0.00327878,0.0211246,0.0312301,0.0212514,-0.00136028,-0.00085598,-0.00136028,0.00749929,0.0099148,-0.00085598,0.0099148,0.0268828,-0.0513936,-0.990022,-0.131204,-0.921412,-0.00366385,0.388569,0.385173,-0.140863,0.91203,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P277.P3139.P207,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2.77531,31.3935,2.0791,0.0145879,0.0985402,0.308361,0.0982221,0.00645887,0.00195483,0.00645887,0.037873,0.0786979,0.00195483,0.0786979,0.285394,0.0675032,-0.997565,-0.0175269,-0.958214,-0.0599261,-0.279706,0.277975,0.0356756,-0.959926,2.7004,31.3524,1.98611,0.0250637,0.135498,0.320419,0.13792,-0.00406921,0.0270104,-0.00406921,0.0445464,0.0708762,0.0270104,0.0708762,0.298514,0.09656,-0.985906,0.136621,0.961131,0.12803,0.244611,-0.258655,0.107691,0.959948,2.64274,31.3278,2.02182,0.0278018,0.120836,0.331839,0.120314,0.00648512,-0.00265401,0.00648512,0.0519175,0.0812621,-0.00265401,0.0812621,0.308245,-0.0751077,0.997169,0.00350459,0.957587,0.0731058,-0.278717,-0.278184,-0.0175778,-0.960367,0
