ClusterID,t0_bin0,t0_bin1,t0_bin2,t0_bin3,t0_bin4,t0_bin5,t0_bin6,t0_bin7,t0_bin8,t0_bin9,t0_bin10,t0_bin11,t0_bin12,t0_bin13,t0_bin14,t0_bin15,t0_bin16,t0_bin17,t0_bin18,t0_bin19,t0_bin20,t0_bin21,t0_bin22,t0_bin23,t0_bin24,t0_bin25,t0_bin26,t0_bin27,t0_bin28,t0_bin29,t0_bin30,t0_bin31,t0_bin32,t0_bin33,t0_bin34,t0_bin35,t0_bin36,t0_bin37,t0_bin38,t0_bin39,t0_bin40,t0_bin41,t0_bin42,t0_bin43,t0_bin44,t0_bin45,t0_bin46,t0_bin47,t0_bin48,t0_bin49,t0_bin50,t0_bin51,t0_bin52,t0_bin53,t0_bin54,t0_bin55,t0_bin56,t0_bin57,t0_bin58,t0_bin59,t0_bin60,t0_bin61,t0_bin62,t0_bin63,t0_bin64,t0_bin65,t0_bin66,t0_bin67,t0_bin68,t0_bin69,t0_bin70,t0_bin71,t0_bin72,t0_bin73,t0_bin74,t0_bin75,t0_bin76,t0_bin77,t0_bin78,t0_bin79,t0_bin80,t0_bin81,t0_bin82,t0_bin83,t0_bin84,t0_bin85,t0_bin86,t0_bin87,t0_bin88,t0_bin89,t0_bin90,t0_bin91,t0_bin92,t0_bin93,t0_bin94,t0_bin95,t0_bin96,t0_bin97,t0_bin98,t0_bin99,t0_bin100,t0_bin101,t0_bin102,t0_bin103,t0_bin104,t0_bin105,t0_bin106,t0_bin107,t0_bin108,t0_bin109,t0_bin110,t0_bin111,t0_bin112,t0_bin113,t0_bin114,t0_bin115,t0_bin116,t0_bin117,t0_bin118,t0_bin119,t0_bin120,t0_bin121,t0_bin122,t0_bin123,t0_bin124,t0_bin125,t0_bin126,t0_bin127,t0_bin128,t0_bin129,t0_bin130,t0_bin131,t0_bin132,t0_bin133,t0_bin134,t0_bin135,t0_bin136,t0_bin137,t0_bin138,t0_bin139,t0_bin140,t0_bin141,t0_bin142,t0_bin143,t0_bin144,t0_bin145,t0_bin146,t0_bin147,t0_bin148,t0_bin149,t0_bin150,t0_bin151,t0_bin152,t0_bin153,t0_bin154,t0_bin155,t0_bin156,t0_bin157,t0_bin158,t0_bin159,t0_bin160,t0_bin161,t0_bin162,t0_bin163,t0_bin164,t0_bin165,t0_bin166,t0_bin167,t0_bin168,t0_bin169,t0_bin170,t0_bin171,t0_bin172,t0_bin173,t0_bin174,t0_bin175,t0_bin176,t0_bin177,t0_bin178,t0_bin179,t0_bin180,t0_bin181,t0_bin182,t0_bin183,t0_bin184,t0_bin185,t0_bin186,t0_bin187,t0_bin188,t0_bin189,t0_bin190,t0_bin191,t0_bin192,t0_bin193,t0_bin194,t0_bin195,t0_bin196,t0_bin197,t0_bin198,t0_bin199,t0_bin200,t0_bin201,t0_bin202,t0_bin203,t0_bin204,t0_bin205,t0_bin206,t0_bin207,t0_bin208,t0_bin209,t0_bin210,t0_bin211,t0_bin212,t0_bin213,t0_bin214,t0_bin215,t0_bin216,t0_bin217,t0_bin218,t0_bin219,t0_bin220,t0_bin221,t0_bin222,t0_bin223,t0_bin224,t0_bin225,t0_bin226,t0_bin227,t0_bin228,t0_bin229,t0_bin230,t0_bin231,t0_bin232,t0_bin233,t0_bin234,t0_bin235,t0_bin236,t0_bin237,t0_bin238,t0_bin239,t0_bin240,t0_bin241,t0_bin242,t0_bin243,t0_bin244,t0_bin245,t0_bin246,t0_bin247,t0_bin248,t0_bin249,t0_bin250,t0_bin251,t0_bin252,t0_bin253,t0_bin254,t0_bin255,t0_bin256,t0_bin257,t0_bin258,t0_bin259,t0_bin260,t0_bin261,t0_bin262,t0_bin263,t0_bin264,t0_bin265,t0_bin266,t0_bin267,t0_bin268,t0_bin269,t0_bin270,t0_bin271,t0_bin272,t0_bin273,t0_bin274,t0_bin275,t0_bin276,t0_bin277,t0_bin278,t0_bin279,t0_bin280,t0_bin281,t0_bin282,t0_bin283,t0_bin284,t0_bin285,t0_bin286,t0_bin287,t0_bin288,t0_bin289,t0_bin290,t0_bin291,t0_bin292,t0_bin293,t0_bin294,t0_bin295,t0_bin296,t0_bin297,t0_bin298,t0_bin299,t0_bin300,t0_bin301,t0_bin302,t0_bin303,t0_bin304,t0_bin305,t0_bin306,t0_bin307,t0_bin308,t0_bin309,t0_bin310,t0_bin311,t0_bin312,t0_bin313,t0_bin314,t0_bin315,t0_bin316,t0_bin317,t0_bin318,t0_bin319,t0_bin320,t0_bin321,t0_bin322,t0_bin323,t0_bin324,t0_bin325,t0_bin326,t0_bin327,t0_bin328,t0_bin329,t0_bin330,t0_bin331,t0_bin332,t0_bin333,t0_bin334,t0_bin335,t0_bin336,t0_bin337,t0_bin338,t0_bin339,t0_bin340,t0_bin341,t0_bin342,t0_bin343,t0_bin344,t0_bin345,t0_bin346,t0_bin347,t0_bin348,t0_bin349,t0_bin350,t0_bin351,t0_bin352,t0_bin353,t0_bin354,t0_bin355,t0_bin356,t0_bin357,t0_bin358,t0_bin359,t0_bin360,t0_bin361,t0_bin362,t0_bin363,t0_bin364,t0_bin365,t0_bin366,t0_bin367,t0_bin368,t0_bin369,t0_bin370,t0_bin371,t0_bin372,t0_bin373,t0_bin374,t0_bin375,t0_bin376,t0_bin377,t0_bin378,t0_bin379,t0_bin380,t0_bin381,t0_bin382,t0_bin383,t0_bin384,t0_bin385,t0_bin386,t0_bin387,t0_bin388,t0_bin389,t0_bin390,t0_bin391,t0_bin392,t0_bin393,t0_bin394,t0_bin395,t0_bin396,t0_bin397,t0_bin398,t0_bin399,t0_bin400,t0_bin401,t0_bin402,t0_bin403,t0_bin404,t0_bin405,t0_bin406,t0_bin407,t0_bin408,t0_bin409,t0_bin410,t0_bin411,t0_bin412,t0_bin413,t0_bin414,t0_bin415,t0_bin416,t0_bin417,t0_bin418,t0_bin419,t0_bin420,t0_bin421,t0_bin422,t0_bin423,t0_bin424,t0_bin425,t0_bin426,t0_bin427,t0_bin428,t0_bin429,t0_bin430,t0_bin431,t0_bin432,t0_bin433,t0_bin434,t0_bin435,t0_bin436,t0_bin437,t0_bin438,t0_bin439,t0_bin440,t0_bin441,t0_bin442,t0_bin443,t0_bin444,t0_bin445,t0_bin446,t0_bin447,t0_bin448,t0_bin449,t0_bin450,t0_bin451,t0_bin452,t0_bin453,t0_bin454,t0_bin455,t0_bin456,t0_bin457,t0_bin458,t0_bin459,t0_bin460,t0_bin461,t0_bin462,t0_bin463,t0_bin464,t0_bin465,t0_bin466,t0_bin467,t0_bin468,t0_bin469,t0_bin470,t0_bin471,t0_bin472,t0_bin473,t0_bin474,t0_bin475,t0_bin476,t0_bin477,t0_bin478,t0_bin479,t0_bin480,t0_bin481,t0_bin482,t0_bin483,t0_bin484,t0_bin485,t0_bin486,t0_bin487,t0_bin488,t0_bin489,t0_bin490,t0_bin491,t0_bin492,t0_bin493,t0_bin494,t0_bin495,t0_bin496,t0_bin497,t0_bin498,t0_bin499,t0_bin500,t0_bin501,t0_bin502,t0_bin503,t0_bin504,t0_bin505,t0_bin506,t0_bin507,t0_bin508,t0_bin509,t0_bin510,t0_bin511,t0_bin512,t0_bin513,t0_bin514,t0_bin515,t0_bin516,t0_bin517,t0_bin518,t0_bin519,t0_bin520,t0_bin521,t0_bin522,t0_bin523,t0_bin524,t0_bin525,t0_bin526,t0_bin527,t0_bin528,t0_bin529,t0_bin530,t0_bin531,t0_bin532,t0_bin533,t0_bin534,t0_bin535,t0_bin536,t0_bin537,t0_bin538,t0_bin539,t0_bin540,t0_bin541,t0_bin542,t0_bin543,t0_bin544,t0_bin545,t0_bin546,t0_bin547,t0_bin548,t0_bin549,t0_bin550,t0_bin551,t0_bin552,t0_bin553,t0_bin554,t0_bin555,t0_bin556,t0_bin557,t0_bin558,t0_bin559,t0_bin560,t0_bin561,t0_bin562,t0_bin563,t0_bin564,t0_bin565,t0_bin566,t0_bin567,t0_bin568,t0_bin569,t0_bin570,t0_bin571,t0_bin572,t0_bin573,t0_bin574,t0_bin575,t0_bin576,t0_bin577,t0_bin578,t0_bin579,t0_bin580,t0_bin581,t0_bin582,t0_bin583,t0_bin584,t0_bin585,t0_bin586,t0_bin587,t0_bin588,t0_bin589,t0_bin590,t0_bin591,t0_bin592,t0_bin593,t0_bin594,t0_bin595,t0_bin596,t0_bin597,t0_bin598,t0_bin599,t0_bin600,t0_bin601,t0_bin602,t0_bin603,t0_bin604,t0_bin605,t0_bin606,t0_bin607,t0_bin608,t0_bin609,t0_bin610,t0_bin611,t0_bin612,t0_bin613,t0_bin614,t0_bin615,t0_bin616,t0_bin617,t0_bin618,t0_bin619,t0_bin620,t0_bin621,t0_bin622,t0_bin623,t0_bin624,t0_bin625,t0_bin626,t0_bin627,t0_bin628,t0_bin629,t0_bin630,t0_bin631,t0_bin632,t0_bin633,t0_bin634,t0_bin635,t0_bin636,t0_bin637,t0_bin638,t0_bin639,Label
P13584.P5071.N252,0.000615271,0.00565947,0.0106957,0.0129748,0.0136039,0.0152574,0.014073,0.0133637,0.0115481,0.0115045,0.0112883,0.0106723,0.00965152,0.00891397,0.00817281,0.00775422,0.00721618,0.00741724,0.00624668,0.00614988,0.00579874,0.00516416,0.00512452,0.0042966,0.00409966,0.00410893,0.00385973,0.00364967,0.00314406,0.0031626,0.00292267,0.00290851,0.00258131,0.00276023,0.00259418,0.00251309,0.00250794,0.00230251,0.00244435,0.00235065,0.00213852,0.00193643,0.00205562,0.00211226,0.00187413,0.00198663,0.00154642,0.00171941,0.00172662,0.00178351,0.00162622,0.00175623,0.00175288,0.00182162,0.00141152,0.00164038,0.00149184,0.00170216,0.00158349,0.00157602,0.00157242,0.00162365,0.00168389,0.000819418,7.72307e-06,6.43589e-06,1.10697e-05,2.57436e-05,2.83179e-05,4.76256e-05,4.016e-05,4.7883e-05,6.43589e-05,8.31517e-05,6.64184e-05,7.69733e-05,6.10123e-05,7.51712e-05,8.95876e-05,9.70533e-05,9.75681e-05,6.66758e-05,9.52512e-05,9.31917e-05,0.000136183,0.000102459,7.85179e-05,9.70533e-05,0.000106064,0.000115074,0.000116618,0.000145194,0.000110955,0.000106064,9.49938e-05,0.000129233,0.000113787,0.000122539,8.95876e-05,9.83404e-05,0.000110182,8.34092e-05,0.000107351,0.000123054,0.000111212,7.77456e-05,9.73107e-05,0.00010143,9.73107e-05,9.98851e-05,9.34492e-05,9.93702e-05,0.000119965,0.000106064,0.000108895,8.49538e-05,0.000103489,0.000114044,9.6281e-05,0.000119965,0.000116361,0.00010838,0.000137471,0.000100915,8.98451e-05,0.000107866,0.000111727,5.94676e-05,0,4.40215e-05,9.34492e-05,0.000137728,0.000156521,0.000156521,0.000184581,0.000141075,0.000209553,0.000187671,0.000154461,0.000166818,0.000137728,0.000187413,0.000176343,0.000146223,7.69733e-05,0.000172482,0.000113787,0.000115589,9.83404e-05,9.60235e-05,0.000104519,0.000136956,0.000115846,0.000109668,7.2082e-05,5.86953e-05,7.95476e-05,0.000142619,3.37241e-05,8.46963e-05,7.56861e-05,5.30318e-05,5.99825e-05,7.00225e-05,6.024e-05,0.00010838,4.29918e-05,3.93877e-05,3.29518e-05,6.74482e-05,3.86154e-05,7.72307e-05,5.89528e-05,7.05374e-05,2.88328e-05,4.83979e-05,7.13097e-05,1.5961e-05,4.99425e-05,3.4239e-05,7.25969e-05,4.86553e-05,3.32092e-05,3.21795e-05,1.95651e-05,4.53087e-05,3.86154e-05,4.37641e-05,2.05949e-05,1.82779e-05,2.70308e-05,2.72882e-05,0,8.23794e-06,8.23794e-06,4.11897e-05,9.88553e-05,0.000181235,0.000354232,0.000576656,0.000807318,0.00135926,0.00173821,0.00218305,0.00285857,0.00357527,0.00422606,0.00463796,0.00533819,0.0060137,0.00632674,0.00627731,0.00659859,0.00673864,0.00659859,0.00669745,0.00641736,0.00626907,0.00608784,0.00554414,0.00525581,0.00514871,0.00484391,0.00476153,0.00429197,0.00354232,0.00360822,0.00329518,0.00257848,0.00250433,0.00218305,0.00182882,0.00168878,0.00129336,0.000947363,0.000914412,0.000856746,0.000617846,0.000551942,0.000494277,0.000304804,0.000247138,0.000164759,0.000148283,0.000131807,0.000131807,4.11897e-05,4.94277e-05,6.59035e-05,1.64759e-05,2.47138e-05,8.23794e-06,0,8.23794e-06,8.23794e-06,8.23794e-06,0,1.64759e-05,5.76656e-05,0.000148283,0.000181235,0.000313042,0.000634322,0.000955601,0.000889698,0.000996791,0.0011286,0.00134278,0.000996791,0.000980315,0.00100503,0.000807318,0.000691987,0.000551942,0.000337756,0.000189473,0.000107093,3.29518e-05,8.23794e-06,2.47138e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64759e-05,1.64759e-05,1.64759e-05,0,1.64759e-05,1.64759e-05,4.94277e-05,6.59035e-05,6.59035e-05,9.88553e-05,9.88553e-05,0.000131807,3.29518e-05,0.000131807,9.88553e-05,6.59035e-05,0.000181235,0.000131807,8.23794e-05,0.000214187,0.000214187,0.000164759,8.23794e-05,0.000148283,0.000164759,0.000115331,0.000148283,0.000214187,0.000214187,0.000148283,9.88553e-05,9.88553e-05,0.000197711,8.23794e-05,9.88553e-05,0.000181235,0.000115331,6.59035e-05,8.23794e-05,4.94277e-05,3.29518e-05,8.23794e-05,0,3.29518e-05,0,4.94277e-05,0,0,0,3.29518e-05,0,1.64759e-05,0,0,0.000172997,0.00325399,0.00876517,0.0130571,0.0166324,0.0186178,0.0195651,0.0183294,0.0154791,0.0145812,0.0141857,0.0147624,0.0145647,0.0129253,0.0126205,0.0115414,0.0120356,0.0130489,0.0116979,0.0113601,0.0103469,0.0109812,0.0104787,0.0101574,0.00925121,0.00911116,0.00870751,0.00902055,0.00902055,0.00911116,0.00798257,0.00790843,0.00763657,0.007686,0.00776014,0.00718349,0.00691987,0.00608784,0.00595603,0.00617022,0.00591484,0.00551118,0.00481096,0.00474505,0.00539585,0.00462149,0.00424254,0.00344346,0.00308923,0.00285033,0.00276795,0.00299861,0.00281738,0.00213363,0.00190296,0.00196887,0.00188649,0.00139221,0.000980315,0.000469563,0.000354232,0.000115331,4.11897e-05,1.64759e-05,0,0,0,0,0,0,0,3.29518e-05,3.29518e-05,6.59035e-05,6.59035e-05,9.88553e-05,3.29518e-05,0,3.29518e-05,3.29518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29518e-05,0,0.000230662,9.88553e-05,0.000329518,0.000329518,0.000296566,0.000131807,0.000263614,0.000593132,0.00056018,0.000329518,0.000757891,0.000329518,0.000362469,0.000494277,0.000626084,0.00056018,0.000527228,0.000527228,0.00056018,0.000593132,0.000691987,0.00056018,0.000494277,0.000593132,0.000659035,0.000889698,0.000856746,0.000691987,0.00056018,0.00056018,0.000461325,0.000329518,0.000461325,0.000296566,0.000461325,0.000461325,0.000329518,0.000461325,0.000131807,0.000461325,0.000329518,0.000263614,6.59035e-05,0.000164759,0.000197711,9.88553e-05,3.29518e-05,0,0,3.29518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64759e-05,0,1.64759e-05,0,0,0,4.94277e-05,1.64759e-05,0,3.29518e-05,3.29518e-05,3.29518e-05,0.000164759,9.88553e-05,0.000181235,4.94277e-05,0.000181235,0.000131807,0.000230662,6.59035e-05,0.000329518,0.000378945,0.000428373,0.000626084,0.000593132,0.000576656,0.000939125,0.00092265,0.00130159,0.00133455,0.00121922,0.000115331,0,0,1
P14448.P5219.N122,0.000420318,0.00317666,0.00563759,0.00801416,0.00938996,0.0101678,0.0100856,0.00973273,0.00942874,0.00901671,0.00770869,0.00801801,0.007553,0.00700007,0.00668631,0.00635331,0.00563374,0.00538866,0.00507904,0.00482537,0.00433934,0.00431448,0.00414398,0.00363546,0.00352712,0.00344631,0.00305826,0.00283981,0.00269862,0.0024858,0.0021972,0.00208353,0.00214895,0.00208531,0.00193376,0.00187249,0.00176149,0.00176474,0.00168394,0.00167831,0.00139415,0.00141576,0.00153002,0.00143944,0.0013906,0.00129529,0.00120175,0.00128286,0.00120738,0.00119228,0.00124083,0.00126895,0.00117689,0.0013092,0.00119287,0.00106323,0.0011985,0.00111207,0.00125503,0.00111887,0.0010431,0.00125119,0.00121389,0.000556773,5.91997e-06,4.02558e-05,5.47597e-05,6.36397e-05,9.26476e-05,0.000120175,0.000139119,0.000154807,0.000152439,0.000188847,0.000220223,0.000230583,0.000275871,0.000259295,0.000234727,0.000269063,0.000259295,0.000253967,0.000282087,0.000290375,0.000271135,0.000272319,0.000287711,0.000300439,0.000316719,0.000284751,0.000251895,0.000248935,0.000266399,0.000332406,0.000236799,0.000258407,0.000313463,0.000303695,0.000236799,0.000293631,0.000284455,0.000238871,0.000272615,0.000263439,0.000199207,0.000237983,0.000251599,0.000206015,0.000271135,0.000292151,0.000288007,0.000258703,0.000281495,0.000240943,0.000215487,0.000237391,0.000244199,0.000277351,0.000240351,0.000221999,0.000274687,0.000269951,0.000216671,0.000252487,0.000285935,0.000280903,0.000206607,0.000131423,0,9.47196e-06,1.36159e-05,4.23278e-05,7.28157e-05,3.19679e-05,4.88398e-05,3.34478e-05,1.80559e-05,2.27919e-05,4.58798e-05,4.35118e-05,0,1.62799e-05,1.24319e-05,9.47196e-06,2.04239e-05,2.69359e-05,3.25598e-05,1.12479e-05,0,8.28796e-06,1.0656e-05,0,0,1.0064e-05,0,0,0,1.09519e-05,0,1.62799e-05,0,0,0,1.50959e-05,0,0,0,0,7.39997e-06,0,0,0,1.30239e-05,0,0,0,0,8.87996e-06,0,0,0,0,0,0,7.99196e-06,0,0,9.17596e-06,0,1.71679e-05,0,0,0,0,1.89439e-05,9.47196e-06,0.000132607,0.000236799,0.000284159,0.000350462,0.00091878,0.00117452,0.00152498,0.00197017,0.00233957,0.00290789,0.00349515,0.00377931,0.00406347,0.00490647,0.00573053,0.00599575,0.00684822,0.00697136,0.00717974,0.0073976,0.00747337,0.00756809,0.00749232,0.00699978,0.00664931,0.00624202,0.00583473,0.00527588,0.00460337,0.00397822,0.00407294,0.00377931,0.00319205,0.00261426,0.00246271,0.0019607,0.00149657,0.00111769,0.00105139,0.000956668,0.000634621,0.000587261,0.000331518,0.000378878,0.000265215,0.000265215,0.000189439,0.000123135,2.84159e-05,7.57756e-05,1.89439e-05,1.89439e-05,2.84159e-05,1.89439e-05,9.47196e-06,0,0,0,0,1.89439e-05,0,9.47196e-06,3.78878e-05,0.000198911,0.000369406,0.000492542,0.0007767,0.00134502,0.00170495,0.00164812,0.00231116,0.00247218,0.00240588,0.0025006,0.00235852,0.00244376,0.00229221,0.00224485,0.002027,0.0016197,0.00128819,0.00110822,0.000700925,0.000378878,0.000217855,7.57756e-05,4.73598e-05,9.47196e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89439e-05,1.89439e-05,1.89439e-05,3.78878e-05,0,0,1.89439e-05,0,0,0,1.89439e-05,1.89439e-05,0,1.89439e-05,3.78878e-05,1.89439e-05,1.89439e-05,0,0,3.78878e-05,1.89439e-05,1.89439e-05,1.89439e-05,1.89439e-05,3.78878e-05,5.68317e-05,0,5.68317e-05,0,0,1.89439e-05,1.89439e-05,1.89439e-05,0,0,1.89439e-05,0,0,0,1.89439e-05,0,0,0,0,0,0,0,0,0,0,0.000274687,0.00623255,0.0146436,0.0225338,0.0300829,0.0313332,0.0280844,0.0251196,0.0235852,0.0225243,0.0218329,0.0211509,0.0197017,0.0200805,0.0187071,0.0186787,0.0176178,0.0169359,0.0161781,0.0162065,0.0154298,0.0134218,0.013346,0.0121809,0.011319,0.0105707,0.0101634,0.009794,0.00842057,0.00726499,0.00726499,0.0066209,0.00613783,0.00487806,0.00519063,0.00458443,0.00402558,0.00352357,0.00353304,0.00298367,0.00240588,0.00240588,0.00187545,0.00175231,0.00144921,0.00106086,0.000719869,0.00053043,0.000653565,0.000502014,0.000331518,0.000236799,0.000359934,0.000208383,0.000227327,0.000151551,0.000104192,4.73598e-05,0.000132607,9.47196e-05,7.57756e-05,0,9.47196e-06,2.84159e-05,0,0,0,0,0,0,0,0,0,3.78878e-05,3.78878e-05,0,0,3.78878e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78878e-05,7.57756e-05,7.57756e-05,3.78878e-05,3.78878e-05,0.000113663,0,7.57756e-05,0,3.78878e-05,7.57756e-05,0.000113663,0,0.000189439,3.78878e-05,3.78878e-05,0.000227327,3.78878e-05,0.000151551,0.000189439,0.000113663,0.000113663,0.000151551,0.000189439,0.000151551,0,7.57756e-05,0.000113663,3.78878e-05,7.57756e-05,3.78878e-05,0.000113663,3.78878e-05,0,0,0.000189439,0,0,7.57756e-05,0,3.78878e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78878e-05,1.89439e-05,7.57756e-05,0,0,0,0,1.89439e-05,5.68317e-05,0.000132607,0.000189439,0.000246271,0.000322047,0.000208383,0.000227327,0,0,0,0,1
